,MAR,id_now,id_then,mass_now,mass_then,sf_now,sf_then,tdyn
26,1789.92422797994,3212858.0,2670338.0,35670000000000.0,27934785346461.1,1.1,0.79927,4321531902.08989
27,2175.03247708065,3224536.0,2682694.0,35320000000000.0,25920527762214.4,1.1,0.79927,4321531902.08989
28,4034.49865662388,3212923.0,2670439.0,34960000000000.0,17524785346461.1,1.1,0.79927,4321531902.08989
29,2128.79688501087,3219624.0,2677392.0,34630000000000.0,25430336348355.9,1.1,0.79927,4321531902.08989
30,2900.99581547546,3213996.0,2671583.0,34450000000000.0,21913254035593.5,1.1,0.79927,4321531902.08989
31,1489.94654273766,3209611.0,2666869.0,32560000000000.0,26121148483150.7,1.1,0.79927,4321531902.08989
32,1641.19773748051,3216642.0,2674396.0,31640000000000.0,24547511619840.2,1.1,0.79927,4321531902.08989
33,398.372111842089,3223176.0,2681237.0,31200000000000.0,29478422209771.5,1.1,0.79927,4321531902.08989
34,317.736657325616,3219612.0,2677368.0,31110000000000.0,29736890898903.9,1.1,0.79927,4321531902.08989
35,865.311727995628,3222165.0,2680156.0,30860000000000.0,27120527762214.4,1.1,0.79927,4321531902.08989
36,1310.92741691881,3216655.0,2674426.0,30510000000000.0,24844785346461.1,1.1,0.79927,4321531902.08989
37,780.790511636388,3216671.0,2674453.0,29820000000000.0,26445788895114.3,1.1,0.79927,4321531902.08989
38,1043.07989292379,3217498.0,2675311.0,28770000000000.0,24262296966301.3,1.1,0.79927,4321531902.08989
39,875.995838139259,3210672.0,2668041.0,27920000000000.0,24134356039383.2,1.1,0.79927,4321531902.08989
40,1028.79728987367,3225661.0,2683901.0,27640000000000.0,23194019691027.3,1.1,0.79927,4321531902.08989
41,2036.00489417557,3224436.0,2682542.0,27120000000000.0,18321339897009.1,1.1,0.79927,4321531902.08989
42,2057.77175197495,3220894.0,2678735.0,27060000000000.0,18167273726620.8,1.1,0.79927,4321531902.08989
43,510.684041739374,3216678.0,2674467.0,26890000000000.0,24683062621735.1,1.1,0.79927,4321531902.08989
44,1346.57824025619,3219667.0,2677446.0,26840000000000.0,21020719176072.8,1.1,0.79927,4321531902.08989
45,1656.87493588945,3211676.0,2669136.0,26490000000000.0,19329762106780.6,1.1,0.79927,4321531902.08989
46,2177.56793662149,3211666.0,2669113.0,26360000000000.0,16949570692922.1,1.1,0.79927,4321531902.08989
47,1089.18260582287,3214054.0,2671668.0,25300000000000.0,20593062621735.1,1.1,0.79927,4321531902.08989
48,459.377530587909,3215199.0,2672834.0,24760000000000.0,22774785346461.1,1.1,0.79927,4321531902.08989
49,1301.89290517798,3215186.0,2672815.0,24450000000000.0,18823828277168.9,1.1,0.79927,4321531902.08989
50,883.369996179848,3212955.0,2670483.0,23930000000000.0,20112488380159.8,1.1,0.79927,4321531902.08989
51,2507.39532661417,3219681.0,2677473.0,23360000000000.0,12524211104885.7,1.1,0.79927,4321531902.08989
52,2716.40779165156,3214038.0,2671642.0,23140000000000.0,11400957069292.2,1.1,0.79927,4321531902.08989
53,3223.58218097168,3224542.0,2682712.0,22930000000000.0,8999186765922.35,1.1,0.79927,4321531902.08989
54,832.816466995717,3225607.0,2683818.0,22920000000000.0,19320957069292.2,1.1,0.79927,4321531902.08989
55,926.262098387115,3222178.0,2680187.0,22790000000000.0,18787128792123.4,1.1,0.79927,4321531902.08989
56,1437.79846350506,3221032.0,2678960.0,22670000000000.0,16456508071187.1,1.1,0.79927,4321531902.08989
57,1833.62436050887,3215221.0,2672867.0,22490000000000.0,14565933829611.7,1.1,0.79927,4321531902.08989
58,870.382647077316,3225651.0,2683883.0,22020000000000.0,18258613623629.9,1.1,0.79927,4321531902.08989
59,620.1061676406,3221022.0,2678941.0,21010000000000.0,18330191413858.4,1.1,0.79927,4321531902.08989
60,1225.66397388967,3222201.0,2680226.0,20600000000000.0,15303254035593.5,1.1,0.79927,4321531902.08989
61,738.828563624063,3222104.0,2680088.0,20250000000000.0,17057128792123.4,1.1,0.79927,4321531902.08989
62,60.473902062997,3216711.0,2674524.0,19080000000000.0,18818660102990.9,1.1,0.79927,4321531902.08989
63,716.850995837607,3216735.0,2674550.0,18870000000000.0,15772105552442.9,1.1,0.79927,4321531902.08989
64,2337.45956208546,3219741.0,2677555.0,18820000000000.0,8718593932602.63,1.1,0.79927,4321531902.08989
65,359.510677812902,3226661.0,2684918.0,17930000000000.0,16376363136689.6,1.1,0.79927,4321531902.08989
66,376.60525404271,3222222.0,2680258.0,17840000000000.0,16212488380159.8,1.1,0.79927,4321531902.08989
67,2247.19284227644,3217532.0,2675357.0,17790000000000.0,8078684441954.3,1.1,0.79927,4321531902.08989
68,1429.56122678847,3226683.0,2684951.0,17640000000000.0,11462105552442.9,1.1,0.79927,4321531902.08989
69,78.8972699998646,3219727.0,2677531.0,17290000000000.0,16949042930707.8,1.1,0.79927,4321531902.08989
70,1154.32878945543,3222188.0,2680206.0,17010000000000.0,12021531310867.5,1.1,0.79927,4321531902.08989
71,1212.532990319,3223190.0,2681261.0,16950000000000.0,11710000000000.0,1.1,0.79927,4321531902.08989
72,499.645587140528,3216705.0,2674512.0,16320000000000.0,14160765655433.8,1.1,0.79927,4321531902.08989
73,1198.38326643958,3224562.0,2682742.0,15930000000000.0,10751148483150.7,1.1,0.79927,4321531902.08989
74,712.178714268037,3224555.0,2682734.0,15800000000000.0,12722296966301.3,1.1,0.79927,4321531902.08989
75,1739.3796845939,3216757.0,2674584.0,15480000000000.0,7963215203180.38,1.1,0.79927,4321531902.08989
76,998.449606199919,3221059.0,2678997.0,15150000000000.0,10835168174178.0,1.1,0.79927,4321531902.08989
77,309.410834495222,3221984.0,2679922.0,15120000000000.0,13782871207876.6,1.1,0.79927,4321531902.08989
78,596.789052849653,3209641.0,2666912.0,14670000000000.0,12090957069292.2,1.1,0.79927,4321531902.08989
79,1166.56302940391,3226668.0,2684933.0,14650000000000.0,9608660652632.36,1.1,0.79927,4321531902.08989
80,289.204988984843,3209633.0,2666902.0,14550000000000.0,13300191413858.4,1.1,0.79927,4321531902.08989
81,380.524553644947,3212975.0,2670529.0,14270000000000.0,12625551001894.8,1.1,0.79927,4321531902.08989
82,337.400230855739,3224550.0,2682721.0,14120000000000.0,12661914138584.4,1.1,0.79927,4321531902.08989
83,378.830662185241,3216719.0,2674533.0,14010000000000.0,12372871207876.6,1.1,0.79927,4321531902.08989
84,371.312869676513,3210609.0,2667958.0,13930000000000.0,12325359588036.4,1.1,0.79927,4321531902.08989
85,-730.779254432512,3220874.0,2678713.0,13420000000000.0,16578085861415.6,1.1,0.79927,4321531902.08989
86,492.437846030114,3216743.0,2674561.0,13360000000000.0,11231914138584.4,1.1,0.79927,4321531902.08989
87,654.240271745884,3212987.0,2670550.0,13290000000000.0,10462679794018.2,1.1,0.79927,4321531902.08989
88,55.3586899244073,3210681.0,2668068.0,13050000000000.0,12810765655433.8,1.1,0.79927,4321531902.08989
89,-2893.05787485975,3216499.0,2674149.0,13000000000000.0,25502441900798.8,1.1,0.79927,4321531902.08989
90,566.175610834488,3226689.0,2684962.0,12790000000000.0,10343254035593.5,1.1,0.79927,4321531902.08989
91,506.631862966432,3224440.0,2682554.0,12690000000000.0,10500574241575.3,1.1,0.79927,4321531902.08989
92,402.236363089992,3210697.0,2668094.0,12540000000000.0,10801722724726.0,1.1,0.79927,4321531902.08989
93,390.577805694518,3217550.0,2675379.0,12530000000000.0,10842105552442.9,1.1,0.79927,4321531902.08989
94,334.820478257993,3222232.0,2680275.0,12400000000000.0,10953062621735.1,1.1,0.79927,4321531902.08989
95,630.130438423109,3215234.0,2672884.0,12120000000000.0,9396871207876.64,1.1,0.79927,4321531902.08989
96,1259.58332026234,3219764.0,2677589.0,12080000000000.0,6636670498146.01,1.1,0.79927,4321531902.08989
97,-1076.21803918237,3224427.0,2682518.0,12030000000000.0,16680910589931.2,1.1,0.79927,4321531902.08989
98,746.627299077325,3210686.0,2668079.0,11970000000000.0,8743426308066.13,1.1,0.79927,4321531902.08989
99,1293.80949144409,3225709.0,2683975.0,11930000000000.0,6338761007497.67,1.1,0.79927,4321531902.08989
100,1145.73157626147,3214069.0,2671692.0,11830000000000.0,6878684441954.3,1.1,0.79927,4321531902.08989
101,429.046615793891,3216532.0,2674186.0,11830000000000.0,9975861362362.99,1.1,0.79927,4321531902.08989
102,1194.02198461135,3214078.0,2671700.0,11680000000000.0,6519995901705.36,1.1,0.79927,4321531902.08989
103,1566.48995472998,3216787.0,2674623.0,11680000000000.0,4910363686331.04,1.1,0.79927,4321531902.08989
104,709.544734472266,3210698.0,2668097.0,11430000000000.0,8363679794018.2,1.1,0.79927,4321531902.08989
105,1129.60891466387,3212966.0,2670512.0,11390000000000.0,6508359038394.94,1.1,0.79927,4321531902.08989
106,821.136838601535,3212991.0,2670556.0,11380000000000.0,7831430956002.22,1.1,0.79927,4321531902.08989
107,857.897139420953,3219771.0,2677598.0,11330000000000.0,7622570143280.69,1.1,0.79927,4321531902.08989
108,755.841261291963,3217541.0,2675366.0,11310000000000.0,8043607876410.92,1.1,0.79927,4321531902.08989
109,797.754359754978,3214024.0,2671626.0,11240000000000.0,7792479084287.56,1.1,0.79927,4321531902.08989
110,712.043684037845,3210656.0,2668020.0,11220000000000.0,8142880503748.84,1.1,0.79927,4321531902.08989
111,1351.9750312729,3219710.0,2677512.0,11080000000000.0,5237396771525.18,1.1,0.79927,4321531902.08989
112,438.904851206376,3211685.0,2669148.0,11070000000000.0,9173258683529.63,1.1,0.79927,4321531902.08989
113,546.812281748272,3224574.0,2682757.0,10910000000000.0,8546933279970.27,1.1,0.79927,4321531902.08989
114,693.626896466154,3219755.0,2677575.0,10900000000000.0,7902469238773.91,1.1,0.79927,4321531902.08989
115,1314.63436422135,3211735.0,2669225.0,10890000000000.0,5208765655433.77,1.1,0.79927,4321531902.08989
116,424.517147536151,3221083.0,2679025.0,10850000000000.0,9015435603938.32,1.1,0.79927,4321531902.08989
117,165.488302019604,3209624.0,2666887.0,10700000000000.0,9984837023399.6,1.1,0.79927,4321531902.08989
118,809.07413885851,3211727.0,2669207.0,10600000000000.0,7103560297767.04,1.1,0.79927,4321531902.08989
119,432.755459782485,3213994.0,2671579.0,10200000000000.0,8329833474746.41,1.1,0.79927,4321531902.08989
120,626.082561769139,3225714.0,2683987.0,10160000000000.0,7454364235972.5,1.1,0.79927,4321531902.08989
121,366.45481164139,3212997.0,2670564.0,10080000000000.0,8496353840817.39,1.1,0.79927,4321531902.08989
122,1324.91002989846,3211749.0,2669244.0,9861000000000.0,4135359038394.94,1.1,0.79927,4321531902.08989
123,359.745303827764,3216767.0,2674598.0,9615000000000.0,8060349192881.29,1.1,0.79927,4321531902.08989
124,447.33602903031,3210712.0,2668121.0,9608000000000.0,7674823079591.3,1.1,0.79927,4321531902.08989
125,752.921527685815,3219580.0,2677329.0,9488000000000.0,6234225598335.49,1.1,0.79927,4321531902.08989
126,367.587129621467,3225557.0,2683720.0,9338000000000.0,7749460492543.18,1.1,0.79927,4321531902.08989
127,330.667500983919,3219784.0,2677615.0,9159000000000.0,7730009845513.65,1.1,0.79927,4321531902.08989
128,268.917137725838,3216616.0,2674365.0,9101000000000.0,7938866010299.09,1.1,0.79927,4321531902.08989
129,108.480453288548,3225652.0,2683885.0,9049000000000.0,8580198260360.37,1.1,0.79927,4321531902.08989
130,391.314839938425,3225702.0,2683963.0,8810000000000.0,7118920435444.9,1.1,0.79927,4321531902.08989
131,269.248132936142,3213014.0,2670585.0,8807000000000.0,7643435603938.32,1.1,0.79927,4321531902.08989
132,590.204513938379,3211743.0,2669236.0,8671000000000.0,6120412364257.84,1.1,0.79927,4321531902.08989
133,302.948292270504,3216790.0,2674627.0,8590000000000.0,7280799290269.36,1.1,0.79927,4321531902.08989
134,349.455147517126,3215249.0,2672907.0,8516000000000.0,7005818431655.21,1.1,0.79927,4321531902.08989
135,350.945418101801,3221066.0,2679007.0,8510000000000.0,6993378179780.79,1.1,0.79927,4321531902.08989
136,303.761006271296,3209652.0,2666931.0,8407000000000.0,7094287120787.66,1.1,0.79927,4321531902.08989
137,815.399499793549,3225695.0,2683950.0,8235000000000.0,4711225048694.03,1.1,0.79927,4321531902.08989
138,581.062750517962,3217555.0,2675388.0,8208000000000.0,5696918786520.53,1.1,0.79927,4321531902.08989
139,257.329449221407,3210618.0,2667974.0,8157000000000.0,7044942575842.47,1.1,0.79927,4321531902.08989
140,262.095821740214,3213018.0,2670593.0,8061000000000.0,6928344544945.2,1.1,0.79927,4321531902.08989
141,1366.52984584289,3211646.0,2669093.0,7920000000000.0,2014497676031.95,1.1,0.79927,4321531902.08989
142,482.433443529853,3222248.0,2680307.0,7860000000000.0,5775148483150.66,1.1,0.79927,4321531902.08989
143,342.805244550243,3216781.0,2674616.0,7825000000000.0,6343556199472.4,1.1,0.79927,4321531902.08989
144,1126.76796021712,3211708.0,2669179.0,7809000000000.0,2939636313668.96,1.1,0.79927,4321531902.08989
145,749.689845995302,3219824.0,2677671.0,7756000000000.0,4516191413858.44,1.1,0.79927,4321531902.08989
146,857.774321578088,3219793.0,2677628.0,7755000000000.0,4048100904506.77,1.1,0.79927,4321531902.08989
147,54.0932384001891,3216813.0,2674660.0,7744000000000.0,7510234344566.23,1.1,0.79927,4321531902.08989
148,527.220779825653,3219684.0,2677484.0,7678000000000.0,5399598580538.73,1.1,0.79927,4321531902.08989
149,206.776995567019,3220976.0,2678872.0,7637000000000.0,6743406617038.83,1.1,0.79927,4321531902.08989
150,257.264085165798,3213019.0,2670595.0,7628000000000.0,6516225048694.03,1.1,0.79927,4321531902.08989
151,636.386005996848,3209670.0,2666957.0,7400000000000.0,4649837573041.05,1.1,0.79927,4321531902.08989
152,182.317247094718,3214087.0,2671713.0,7330000000000.0,6542110200378.97,1.1,0.79927,4321531902.08989
153,444.265826217413,3226708.0,2684987.0,7303000000000.0,5383091058993.12,1.1,0.79927,4321531902.08989
154,210.870240807634,3209538.0,2666774.0,7291000000000.0,6379717527148.43,1.1,0.79927,4321531902.08989
155,329.291316817446,3209656.0,2666937.0,7270000000000.0,5846957069292.21,1.1,0.79927,4321531902.08989
156,67.6992332094539,3222242.0,2680297.0,7267000000000.0,6974435603938.32,1.1,0.79927,4321531902.08989
157,357.709153113452,3221063.0,2679004.0,7256000000000.0,5710148483150.66,1.1,0.79927,4321531902.08989
158,409.125194190712,3215237.0,2672887.0,7145000000000.0,5376952421356.12,1.1,0.79927,4321531902.08989
159,353.576044121626,3225685.0,2683938.0,7099000000000.0,5571009845513.65,1.1,0.79927,4321531902.08989
160,724.801657587513,3226704.0,2684980.0,7094000000000.0,3961746514047.93,1.1,0.79927,4321531902.08989
161,190.967611956958,3215193.0,2672828.0,7033000000000.0,6207727372662.08,1.1,0.79927,4321531902.08989
162,489.015577008206,3209495.0,2666733.0,7030000000000.0,4916703583340.14,1.1,0.79927,4321531902.08989
163,869.61890981255,3223211.0,2681301.0,7026000000000.0,3267914138584.43,1.1,0.79927,4321531902.08989
164,415.951887825051,3219702.0,2677501.0,6987000000000.0,5189450647029.53,1.1,0.79927,4321531902.08989
165,84.7242704513976,3224497.0,2682651.0,6933000000000.0,6566861362362.99,1.1,0.79927,4321531902.08989
166,279.281389516749,3219829.0,2677677.0,6915000000000.0,5708076565543.38,1.1,0.79927,4321531902.08989
167,459.767182301929,3221086.0,2679032.0,6841000000000.0,4854101454148.23,1.1,0.79927,4321531902.08989
168,401.082719737772,3216812.0,2674658.0,6811000000000.0,5077708231276.24,1.1,0.79927,4321531902.08989
169,524.729740528429,3211704.0,2669175.0,6802000000000.0,4534363686331.04,1.1,0.79927,4321531902.08989
170,318.669089766761,3221093.0,2679039.0,6799000000000.0,5421861362362.99,1.1,0.79927,4321531902.08989
171,640.530124659541,3210729.0,2668153.0,6672000000000.0,3903928632034.18,1.1,0.79927,4321531902.08989
172,380.256771430766,3223198.0,2681276.0,6625000000000.0,4981708231276.24,1.1,0.79927,4321531902.08989
173,929.903427260612,3224583.0,2682768.0,6603000000000.0,2584392673230.54,1.1,0.79927,4321531902.08989
174,807.366959481733,3211760.0,2669260.0,6599000000000.0,3109937927906.37,1.1,0.79927,4321531902.08989
175,526.788858927501,3222236.0,2680284.0,6569000000000.0,4292465140479.27,1.1,0.79927,4321531902.08989
176,175.636593361438,3211769.0,2669274.0,6535000000000.0,5775980858614.16,1.1,0.79927,4321531902.08989
177,229.448507256941,3210660.0,2668024.0,6437000000000.0,5445430956002.22,1.1,0.79927,4321531902.08989
178,680.116068135869,3214093.0,2671722.0,6391000000000.0,3451856714426.9,1.1,0.79927,4321531902.08989
179,466.361655354327,3224589.0,2682777.0,6369000000000.0,4353603228474.82,1.1,0.79927,4321531902.08989
180,-82.2674628832341,3225609.0,2683822.0,6297000000000.0,6652521465353.89,1.1,0.79927,4321531902.08989
181,178.60049283777,3221105.0,2679053.0,6275000000000.0,5503172272472.6,1.1,0.79927,4321531902.08989
182,132.106925508218,3219832.0,2677681.0,6263000000000.0,5692095706929.22,1.1,0.79927,4321531902.08989
183,104.995480017386,3211698.0,2669165.0,6240000000000.0,5786258683529.63,1.1,0.79927,4321531902.08989
184,162.20656806332,3209674.0,2666965.0,6231000000000.0,5530019141385.84,1.1,0.79927,4321531902.08989
185,368.2372892149,3219745.0,2677565.0,6222000000000.0,4630650807118.71,1.1,0.79927,4321531902.08989
186,415.294326710133,3225728.0,2684006.0,6206000000000.0,4411292318365.22,1.1,0.79927,4321531902.08989
187,695.436077060523,3225726.0,2684004.0,6154000000000.0,3148650807118.71,1.1,0.79927,4321531902.08989
188,660.249000917433,3210722.0,2668139.0,6099000000000.0,3245712879212.34,1.1,0.79927,4321531902.08989
189,-2029.57993745586,3209570.0,2666809.0,6077000000000.0,14847894447557.1,1.1,0.79927,4321531902.08989
190,775.864556926017,3221098.0,2679044.0,6050000000000.0,2697076565543.38,1.1,0.79927,4321531902.08989
191,300.344242084821,3213020.0,2670597.0,6007000000000.0,4709052776221.44,1.1,0.79927,4321531902.08989
192,395.323107214618,3224594.0,2682785.0,5897000000000.0,4188598580538.73,1.1,0.79927,4321531902.08989
193,293.339173506413,3225737.0,2684018.0,5870000000000.0,4602325403559.35,1.1,0.79927,4321531902.08989
194,249.075443625081,3210665.0,2668031.0,5837000000000.0,4760612524347.02,1.1,0.79927,4321531902.08989
195,58.5229836865414,3225592.0,2683774.0,5835000000000.0,5582091058993.12,1.1,0.79927,4321531902.08989
196,333.104440269836,3217546.0,2675372.0,5804000000000.0,4364478534646.11,1.1,0.79927,4321531902.08989
197,491.095893592702,3219677.0,2677469.0,5792000000000.0,3669713428853.79,1.1,0.79927,4321531902.08989
198,-298.071314296159,3212925.0,2670450.0,5735000000000.0,7023124693828.72,1.1,0.79927,4321531902.08989
199,519.470639548267,3212940.0,2670467.0,5734000000000.0,3489091058993.12,1.1,0.79927,4321531902.08989
200,662.529711787731,3209679.0,2666970.0,5664000000000.0,2800856714426.9,1.1,0.79927,4321531902.08989
201,181.208972329143,3209645.0,2666923.0,5663000000000.0,4879899645134.68,1.1,0.79927,4321531902.08989
202,199.707638462744,3222249.0,2680311.0,5638000000000.0,4774957069292.21,1.1,0.79927,4321531902.08989
203,464.392071412085,3223222.0,2681325.0,5571000000000.0,3564114848315.07,1.1,0.79927,4321531902.08989
204,268.58386426933,3221075.0,2679016.0,5564000000000.0,4403306262173.51,1.1,0.79927,4321531902.08989
205,683.465317207249,3211776.0,2669282.0,5534000000000.0,2580382827716.89,1.1,0.79927,4321531902.08989
206,177.550874575911,3209684.0,2666975.0,5460000000000.0,4692708231276.24,1.1,0.79927,4321531902.08989
207,430.16925400628,3226729.0,2685015.0,5451000000000.0,3592009845513.65,1.1,0.79927,4321531902.08989
208,337.470024217039,3210640.0,2668002.0,5428000000000.0,3969612524347.02,1.1,0.79927,4321531902.08989
209,298.848466664713,3214085.0,2671710.0,5397000000000.0,4105516817417.8,1.1,0.79927,4321531902.08989
210,149.457453125033,3224600.0,2682793.0,5354000000000.0,4708114848315.07,1.1,0.79927,4321531902.08989
211,-1982.3545863444,3217486.0,2675294.0,5343000000000.0,13909808586141.6,1.1,0.79927,4321531902.08989
212,109.932444398624,3223212.0,2681306.0,5339000000000.0,4863923434456.62,1.1,0.79927,4321531902.08989
213,341.193358839164,3226724.0,2685009.0,5322000000000.0,3847522014995.35,1.1,0.79927,4321531902.08989
214,390.246810484214,3215291.0,2672954.0,5320000000000.0,3633535958803.64,1.1,0.79927,4321531902.08989
215,282.881906296008,3221072.0,2679012.0,5304000000000.0,4081516817417.8,1.1,0.79927,4321531902.08989
216,35.6089357134019,3215298.0,2672961.0,5298000000000.0,5144114848315.07,1.1,0.79927,4321531902.08989
217,452.009386129623,3210749.0,2668177.0,5221000000000.0,3267627017796.76,1.1,0.79927,4321531902.08989
218,572.830891450087,3213032.0,2670613.0,5220000000000.0,2744493028095.85,1.1,0.79927,4321531902.08989
219,152.390347461534,3216828.0,2674682.0,5215000000000.0,4556440251874.42,1.1,0.79927,4321531902.08989
220,128.674595158468,3219799.0,2677636.0,5210000000000.0,4653928632034.18,1.1,0.79927,4321531902.08989
221,750.935429237273,3224602.0,2682796.0,5207000000000.0,1961808586141.56,1.1,0.79927,4321531902.08989
222,225.833627030867,3211783.0,2669292.0,5180000000000.0,4204052776221.44,1.1,0.79927,4321531902.08989
223,237.967195664935,3216574.0,2674310.0,5116000000000.0,4087617172283.11,1.1,0.79927,4321531902.08989
224,93.3912770066547,3213029.0,2670608.0,5107000000000.0,4703406617038.83,1.1,0.79927,4321531902.08989
225,116.336330119626,3219836.0,2677687.0,5042000000000.0,4539248838015.98,1.1,0.79927,4321531902.08989
226,248.008108140462,3222259.0,2680321.0,5028000000000.0,3956225048694.03,1.1,0.79927,4321531902.08989
227,194.105329884951,3213025.0,2670602.0,5022000000000.0,4183167624536.5,1.1,0.79927,4321531902.08989
228,108.146613049167,3223215.0,2681315.0,5016000000000.0,4548640961605.06,1.1,0.79927,4321531902.08989
229,266.866623564712,3214101.0,2671735.0,5001000000000.0,3847727372662.08,1.1,0.79927,4321531902.08989
230,318.601574651665,3219810.0,2677652.0,4993000000000.0,3616153131086.75,1.1,0.79927,4321531902.08989
231,371.879947991576,3211688.0,2669155.0,4931000000000.0,3323908941006.88,1.1,0.79927,4321531902.08989
232,135.676437147647,3224608.0,2682804.0,4916000000000.0,4329669948504.55,1.1,0.79927,4321531902.08989
233,293.144284056045,3224384.0,2682474.0,4905000000000.0,3638167624536.5,1.1,0.79927,4321531902.08989
234,1.42826030501215,3226717.0,2685000.0,4838000000000.0,4831827727527.4,1.1,0.79927,4321531902.08989
235,333.851790215018,3223225.0,2681329.0,4830000000000.0,3387248838015.98,1.1,0.79927,4321531902.08989
236,583.412179219818,3211797.0,2669310.0,4819000000000.0,2297765655433.77,1.1,0.79927,4321531902.08989
237,111.085012221101,3212942.0,2670470.0,4818000000000.0,4337942575842.47,1.1,0.79927,4321531902.08989
238,227.382554119258,3213038.0,2670619.0,4804000000000.0,3821359038394.94,1.1,0.79927,4321531902.08989
239,315.372992363664,3212957.0,2670496.0,4803000000000.0,3440105552442.87,1.1,0.79927,4321531902.08989
240,156.711638351835,3221131.0,2679088.0,4785000000000.0,4107765655433.77,1.1,0.79927,4321531902.08989
241,100.209239216331,3209619.0,2666881.0,4775000000000.0,4341942575842.47,1.1,0.79927,4321531902.08989
242,290.339839584559,3215309.0,2672978.0,4774000000000.0,3519287120787.66,1.1,0.79927,4321531902.08989
243,328.13874899497,3216805.0,2674648.0,4767000000000.0,3348937927906.37,1.1,0.79927,4321531902.08989
244,213.457649300299,3226744.0,2685036.0,4761000000000.0,3838535958803.64,1.1,0.79927,4321531902.08989
245,101.491332433567,3215312.0,2672982.0,4715000000000.0,4276401969102.73,1.1,0.79927,4321531902.08989
246,175.539148636254,3214111.0,2671747.0,4712000000000.0,3953401969102.73,1.1,0.79927,4321531902.08989
247,94.9235624020279,3226733.0,2685019.0,4680000000000.0,4269784796819.62,1.1,0.79927,4321531902.08989
248,56.904263236851,3221128.0,2679083.0,4673000000000.0,4427086411057.03,1.1,0.79927,4321531902.08989
249,148.151883476168,3216695.0,2674496.0,4667000000000.0,4026756909203.03,1.1,0.79927,4321531902.08989
250,462.422360283126,3216823.0,2674676.0,4666000000000.0,2667627017796.76,1.1,0.79927,4321531902.08989
251,724.894673007007,3226741.0,2685029.0,4663000000000.0,1530344544945.2,1.1,0.79927,4321531902.08989
252,144.559276965263,3217573.0,2675407.0,4660000000000.0,4035282472851.57,1.1,0.79927,4321531902.08989
253,180.082980340808,3215315.0,2672987.0,4643000000000.0,3864765655433.77,1.1,0.79927,4321531902.08989
254,302.837559628249,3210739.0,2668164.0,4637000000000.0,3328277824915.47,1.1,0.79927,4321531902.08989
255,253.778730334483,3226737.0,2685024.0,4627000000000.0,3530287120787.66,1.1,0.79927,4321531902.08989
