gamma_sp,id_now,id_then,m200b_now,m200b_then
1.0334813602568893,3216571.0,2385511.0,324700000000000.0,197280000000000.0
1.1445637350296052,3209483.0,2377528.0,220180000000000.0,126800000000000.0
0.18568710999076912,3210583.0,2378830.0,138260000000000.0,126420000000000.0
2.556389198660895,3225566.0,2395476.0,118420000000000.0,34526000000000.0
0.2203729973529168,3222074.0,2391589.0,110030000000000.0,98939000000000.0
0.7491967455923284,3220928.0,2390269.0,92077000000000.0,64162000000000.0
3.538373367648658,3220873.0,2390182.0,73460000000000.0,13340000000000.0
1.7376394180012615,3211619.0,2380105.0,59967000000000.0,25946000000000.0
2.7331416123889003,3224453.0,2394285.0,59136000000000.0,15833000000000.0
1.0597452338718427,3225594.0,2395540.0,58100000000000.0,34856000000000.0
0.4793205933817467,3222100.0,2391687.0,52637000000000.0,41776000000000.0
2.3754453066532175,3224485.0,2394364.0,49407000000000.0,15718000000000.0
1.22908767185112,3210607.0,2378940.0,47367000000000.0,26189000000000.0
1.7287578195534696,3211568.0,2380019.0,43721000000000.0,18998000000000.0
0.3032390186459586,3220998.0,2390429.0,41436000000000.0,35800000000000.0
0.5264342907220707,3214011.0,2382835.0,40368000000000.0,31319000000000.0
0.4597631515147095,3212869.0,2381503.0,39785000000000.0,31875000000000.0
0.6076405889384706,3210631.0,2378984.0,37263000000000.0,27800000000000.0
0.5028217497758506,3225640.0,2395634.0,34922000000000.0,27404000000000.0
1.9411504548100578,3215181.0,2384048.0,36621000000000.0,14364000000000.0
1.9933491576942337,3212907.0,2381564.0,33413000000000.0,12780000000000.0
0.4552907094722846,3216607.0,2385680.0,32843000000000.0,26370000000000.0
0.34807241610013023,3220949.0,2390335.0,35361000000000.0,29898000000000.0
0.16593393641449933,3223166.0,2392886.0,35299000000000.0,32585000000000.0
0.3557923047773452,3209593.0,2377772.0,33229000000000.0,27991000000000.0
0.5230206045822001,3212858.0,2381478.0,30859000000000.0,23981000000000.0
2.4587564328338387,3224536.0,2394434.0,28193000000000.0,8616000000000.0
1.774092344368949,3212923.0,2381610.0,31663000000000.0,13461000000000.0
1.5528306561711895,3219624.0,2388834.0,29326000000000.0,13871000000000.0
0.6670233876068298,3213996.0,2382811.0,26381000000000.0,19126000000000.0
0.4116877053457403,3209611.0,2377815.0,29406000000000.0,24112000000000.0
0.3045627148859747,3216642.0,2385742.0,26441000000000.0,22830000000000.0
0.9097014621426688,3223176.0,2392927.0,27615000000000.0,17810000000000.0
1.3658894078322137,3219612.0,2388803.0,25902000000000.0,13407000000000.0
1.4714344203235006,3222165.0,2391797.0,26252000000000.0,12914000000000.0
0.517743359993733,3216655.0,2385775.0,26233000000000.0,20438000000000.0
0.007998402485552619,3216671.0,2385807.0,26761000000000.0,26658000000000.0
0.3646335721137159,3217498.0,2386738.0,25779000000000.0,21623000000000.0
1.0988372000028772,3210672.0,2379060.0,23673000000000.0,13937000000000.0
1.1004609036535358,3225661.0,2395683.0,24380000000000.0,14342000000000.0
0.7849538290197854,3224436.0,2394249.0,24197000000000.0,16573000000000.0
1.049860198649132,3220894.0,2390220.0,23595000000000.0,14223000000000.0
1.392277043373642,3216678.0,2385837.0,22330000000000.0,11412000000000.0
1.0132440852601934,3219667.0,2388889.0,21857000000000.0,13410000000000.0
0.6376319232692639,3211676.0,2380222.0,22678000000000.0,16676000000000.0
2.1664653108477196,3211666.0,2380198.0,22234000000000.0,7823200000000.0
0.5186164214625847,3214054.0,2382927.0,21787000000000.0,16967000000000.0
0.9648867787949832,3215199.0,2384098.0,21167000000000.0,13293000000000.0
0.6376409827053439,3215186.0,2384074.0,21582000000000.0,15870000000000.0
0.5129438600474353,3212955.0,2381667.0,20890000000000.0,16313000000000.0
2.2095261991323794,3219681.0,2388923.0,19992000000000.0,6889800000000.0
0.7031499236931756,3214038.0,2382896.0,14816000000000.0,10556000000000.0
2.0724233149200204,3224542.0,2394459.0,20508000000000.0,7550600000000.0
0.33139363774653385,3225607.0,2395584.0,20499000000000.0,17472000000000.0
0.34530245584976493,3222178.0,2391831.0,19555000000000.0,16556000000000.0
1.6159406811729302,3221032.0,2390509.0,19052000000000.0,8741400000000.0
1.1982297255311707,3215221.0,2384139.0,17518000000000.0,9830800000000.0
1.5014378006908766,3225651.0,2395662.0,18771000000000.0,9101300000000.0
0.3955506739101081,3221022.0,2390485.0,18079000000000.0,14940000000000.0
0.8915420576831596,3222201.0,2391879.0,18747000000000.0,12197000000000.0
0.5436277163840997,3222104.0,2391722.0,19825000000000.0,15254000000000.0
1.0492204499120033,3216711.0,2385900.0,17163000000000.0,10349000000000.0
0.43112917309428933,3216735.0,2385933.0,17583000000000.0,14283000000000.0
2.1371338238142203,3219741.0,2389014.0,17980000000000.0,6416500000000.0
0.33294538004708046,3226661.0,2396692.0,15529000000000.0,13226000000000.0
0.15762828505787824,3222222.0,2391918.0,15072000000000.0,13969000000000.0
2.583099919345923,3217532.0,2386794.0,14776000000000.0,4252900000000.0
0.834668789126929,3226683.0,2396733.0,14951000000000.0,9997700000000.0
1.2833613110484723,3219727.0,2388985.0,13650000000000.0,7352100000000.0
0.2971876425912397,3222188.0,2391853.0,15072000000000.0,13060000000000.0
0.6830480700442809,3223190.0,2392959.0,14687000000000.0,10566000000000.0
0.27096943879488,3216705.0,2385886.0,14722000000000.0,12919000000000.0
0.4213938141612267,3224562.0,2394492.0,13494000000000.0,11013000000000.0
0.42964893953021144,3224555.0,2394482.0,14110000000000.0,11470000000000.0
1.2424944845126984,3216757.0,2385978.0,14021000000000.0,7702200000000.0
0.6373098201425877,3221059.0,2390547.0,12820000000000.0,9428500000000.0
-0.06453085185279106,3221984.0,2391502.0,14841000000000.0,15310000000000.0
0.4885365235600027,3209641.0,2377867.0,12885000000000.0,10181000000000.0
0.3378514920101339,3226668.0,2396711.0,12048000000000.0,10237000000000.0
0.393672207442027,3209633.0,2377854.0,12477000000000.0,10320000000000.0
1.260202877572542,3212975.0,2381730.0,12151000000000.0,6618200000000.0
0.014827336577191827,3224550.0,2394468.0,12775000000000.0,12684000000000.0
0.4099399091587649,3216719.0,2385914.0,12546000000000.0,10296000000000.0
1.3268824654934208,3216743.0,2385947.0,10375000000000.0,5472100000000.0
0.9427112824241458,3212987.0,2381752.0,11385000000000.0,7226700000000.0
0.13658875142718582,3210681.0,2379085.0,11611000000000.0,10871000000000.0
1.0295871394861096,3226689.0,2396745.0,10679000000000.0,6500500000000.0
0.3873463301832915,3224440.0,2394268.0,11434000000000.0,9486200000000.0
0.44919669150184466,3210697.0,2379120.0,11359000000000.0,9147100000000.0
0.8254808947045722,3217550.0,2386820.0,11227000000000.0,7540800000000.0
0.6116861780460019,3222232.0,2391940.0,10804000000000.0,8044600000000.0
0.3036403453841759,3215234.0,2384168.0,9648700000000.0,8334700000000.0
1.2745779600967846,3219764.0,2389049.0,10276000000000.0,5558300000000.0
0.7866083065390164,3210686.0,2379102.0,10335000000000.0,7073000000000.0
1.4497361619379245,3225709.0,2395769.0,10440000000000.0,5189700000000.0
0.7435926419080503,3214069.0,2382958.0,8281200000000.0,5786200000000.0
1.6762711842841589,3214078.0,2382969.0,10529000000000.0,4692400000000.0
1.905837495363725,3216787.0,2386026.0,11447000000000.0,4567000000000.0
0.7268269596889191,3210698.0,2379125.0,9819900000000.0,6917000000000.0
2.4476590889692282,3212966.0,2381705.0,8919200000000.0,2740400000000.0
0.9787320916996681,3212991.0,2381762.0,9308500000000.0,5806900000000.0
1.7954565432393699,3219771.0,2389060.0,9332500000000.0,3926900000000.0
0.8632150168733788,3217541.0,2386806.0,8481900000000.0,5594300000000.0
0.8055895724863258,3214024.0,2382875.0,10274000000000.0,6967200000000.0
0.8619840952163629,3210656.0,2379026.0,10187000000000.0,6722900000000.0
2.901407071213479,3219710.0,2388964.0,9002100000000.0,2222400000000.0
0.511417519910809,3211685.0,2380238.0,9521100000000.0,7440500000000.0
