ID_sp_then,gamma_sp,keep_idx,m200b_sp_now,m200b_sp_then
2381822,1.2784513154387704,212,5164293563813.287,2800994052389.0312
2393022,0.40900678883651814,213,5072824505659.497,4171060927134.9844
2383008,0.7684110729783064,214,5103170927896.826,3532989320923.1084
2389120,1.0705670496512523,215,5189296596214.959,3108952255308.8667
2380246,1.5041776188878564,216,6122146877512.738,2980524046587.5303
2394567,0.9736760079385027,217,4973516185501.193,3121086629220.549
2394176,0.9132959918940817,218,5103507219657.295,3296550359933.4927
2396785,1.5779790647875587,219,4900919797477.606,2303182915326.615
2393040,1.0189423314584285,220,4883720755965.173,2999062213346.8906
2380438,1.9117538165869,221,4907447532530.832,1965796528288.5745
2381653,0.5733034344636548,222,4972264387581.599,3779247794526.616
2381847,2.258086707384402,223,4864607414951.6,1651021844961.1897
2381686,1.5036347600436188,224,4957574617815.457,2414187331398.256
2390657,0.7515785726750921,225,4853030266345.686,3386986645929.9136
2377830,0.3999703052965426,226,4814142412078.497,3975517491364.9336
2384273,0.9787080241899079,227,4860641919541.086,3042917085733.869
2386061,2.290069247926338,228,4856911936738.381,1623373173369.914
2396829,0.8553473182544378,229,4877770592706.16,3239334104689.8193
2384278,0.427332832294928,230,4759984089477.301,3879658692239.8735
2383022,0.606150970362429,231,4781719136017.539,3577738228531.73
2396808,0.8298560816892953,232,4724821930131.759,3176271556481.5654
2390652,1.2059509594315003,233,4721992145187.97,2651515511112.5845
2385871,0.8825456262710106,234,5550813879399.612,3638634658069.676
2386097,1.7066668447004325,235,4858227792603.152,2146761060465.874
2396820,2.776087182232082,236,4763437671832.774,1261740955910.118
2386862,0.7786099173332639,237,4728886542758.128,3257928078102.956
2384282,0.6962489925891457,238,4746476978758.821,3401503576629.443
2379221,1.0453610404445717,239,4703351696455.75,2852013276607.496
2396814,0.7945386449366094,240,4708860892263.728,3219496920774.767
2392014,0.5472980761993337,241,4712952608605.798,3627011101572.167
2392021,1.620027344864923,242,4660741296085.813,2146678453957.6074
2380383,0.838894294469765,243,4604658708662.222,3082131949930.987
2386083,1.506780787531476,244,4688227505930.589,2279588991833.163
2383018,3.1518835312118614,245,4605682295680.153,1019160221417.9866
2394582,1.9163365910922086,246,4569711917144.874,1826498371455.8093
2381860,0.8567697584544776,247,4601803904050.926,3053984698811.044
2386089,0.543284967033202,248,4735409880809.726,3651299242070.815
2390538,0.8664379244896834,249,4820816584530.596,3184564398675.007
2389203,1.8396782400315785,250,4590714422718.689,1903454681490.8052
2386866,2.2756572826153882,251,4568157279056.984,1537426640328.8474
2384251,1.0852840973560718,252,4464368251589.941,2655870815179.4365
2384288,0.7056054764580415,253,4467625300889.16,3187364637694.2734
2386857,1.157799234907941,254,4482067391579.705,2575458753733.8936
2392029,0.8997268541279764,255,4480453589017.938,2912949925088.921
2390676,0.8282320210951738,256,4444813590406.445,2990358509124.6914
2393046,0.2776065744828661,257,4423846101238.74,3873516649236.0566
2380427,1.8953351865586316,258,4401547116391.004,1777053547656.0308
2390634,0.6820639019862479,259,4374657189758.236,3156397180010.9194
2379243,0.42290654865188015,260,4383756839320.2373,3580588269131.2686
2384267,1.0674228887123602,261,4448529914254.142,2669165610488.7637
2390642,0.6035029882022237,262,4313170627420.92,3231256719235.098
2392994,0.6622577573842793,263,4323445268728.314,3149153783529.051
2380453,0.5104243465570872,264,4300416273512.892,3368447043608.995
2392054,1.7184842656908597,265,4273614460898.235,1877782024091.334
2386113,1.4034002289613012,266,4284165603312.192,2188767131569.9624
2394595,1.1388732716412382,267,4253984708933.631,2466638452979.4106
2389168,0.284375832282591,268,4234576186120.357,3695800521602.6577
2390664,1.1906479061590554,269,4280258882926.7295,2421136979274.9727
2396838,1.8180708053669667,270,4221458924768.648,1768542393729.7617
2389208,1.4661218764919257,271,4284910757886.918,2124416852838.7463
2379217,1.0540176224292657,272,4269136150955.4717,2578012439176.454
2390468,1.3581609652995639,273,4877091371155.548,2546221686721.427
2394597,0.676584527965811,274,4169967684129.731,3016609403100.487
2390678,0.7878958252358284,275,4171498332858.2607,2861177462379.5664
2389135,1.8457981563571253,276,4235183105804.1553,1750904916155.3254
2383206,0.7055745780853386,277,4137302673849.521,2951744235102.2007
2386008,1.2980958647630954,278,4077014117342.9346,2190588387927.4785
2390682,2.017120212555582,279,4045366861256.994,1540787198813.502
2395831,1.508672352720181,280,3933399637809.9697,1910833403650.6995
2380412,0.1778131681188179,281,3974999263869.3203,3650752509725.4263
2392004,1.9090973726306677,282,3932737020363.863,1577356609951.275
2379073,1.4188332680406015,283,4013994911547.9136,2035648076419.1182
2389217,0.6298487539286635,284,3853889661704.3013,2851009717921.6406
2379176,1.534698694296039,285,4004734752471.8755,1921407536568.3542
2395821,1.0632114950807146,286,3835884267158.339,2306214768753.165
2390670,1.8495828778591212,287,3876549802417.4897,1599739119385.821
2380468,1.302197867550203,288,3794636592390.327,2034868003041.6655
2384235,0.5314224848705956,289,3861685583103.0386,2994553832651.616
2396849,2.5648868877143203,290,3827354219223.365,1121609891672.1453
2389221,1.8795359388422304,291,3778546929981.703,1537104929530.9146
2390691,0.6991524255848777,292,3773011324597.3955,2700127334957.981
2394515,0.8663187241501161,293,3742562446345.67,2472425738219.266
2396775,0.4053994089764083,294,3731701531199.735,3073642218849.894
2394605,0.6578259149358041,295,3821788823149.174,2789662427671.794
2383044,1.3397564750172029,296,3735501055235.4976,1967474731770.46
2383036,0.9097643230911918,297,3710685689597.1685,2400927977003.1675
2386843,1.2514220791617738,298,3674100655252.974,2018690610573.0833
2379268,0.5766433167664207,299,3657060528711.8823,2775167371101.5283
2384294,0.4309685971549703,300,3667618084526.4014,2984121552758.4307
2390322,2.329785129626849,301,4535437206380.36,1487384318812.664
2382946,0.6860274991500048,302,3860646822441.904,2780250613597.5005
2392086,1.2097397629926927,303,3617740184584.626,2027770795420.2988
2380463,1.02118855829897,304,3578901589993.9985,2195419805605.1606
2380475,1.0317514134052563,305,3579544740622.8955,2184742981709.2815
2395852,0.3160116288190396,306,3580255314280.547,3077781228948.86
2381862,0.7473626476715618,307,3524341017426.1606,2464646276678.861
2391864,0.6581721950908028,308,3528235343636.531,2574960352411.944
2396882,0.973351195113275,309,3451791964116.141,2166478613772.9956
2390105,3.460533299416987,310,3721163465524.151,710364075057.2073
2381879,0.7687129144943281,311,3410652086464.923,2360896229434.518
2392091,0.5111468642710583,312,3425113678037.039,2681909123562.453
2388783,0.747022398340306,313,4455922200662.941,3116628138175.542
2384016,0.8761728720469752,314,3676704172995.641,2417491272352.79
2390624,1.6541026754808155,315,3382838660505.7197,1532891646163.5547
2391958,0.8523264987371252,316,3359375868387.3223,2234193496038.6533
2381451,1.104659351700221,317,3573652463107.7407,2106359612534.4956
2381793,0.6684655839688516,318,3447250577968.5713,2503494219033.208
2394588,0.49693061332681765,319,3364315778371.233,2652286064116.0347
2379269,0.5828107059469855,320,3372619476399.165,2551776396994.2686
2384316,0.9168130149959068,321,3295681401537.5435,2125226704415.4854
2379252,1.1634458978040596,322,3308284221333.404,1895856633049.7158
2389619,0.708199065564112,323,3309372692326.7363,2358096997245.8916
2396871,0.4763335332584316,324,3318183243664.814,2641828609201.477
2395849,0.8552498399563269,325,3330082800889.377,2211615694912.667
2383030,1.0282245610501322,326,3410787739163.1045,2085260092230.2146
2396887,0.693034246387112,327,3255975588009.8765,2336946711085.1147
2383051,0.5757126114421528,328,3255009280718.4697,2471170384275.4707
2389238,0.7023867707763274,329,3253976342620.3594,2325082345330.949
2380489,0.5926913630937374,330,3258988351375.762,2454169743137.395
2389229,0.5093631342549961,331,3217467203813.4126,2521470586869.2095
2394617,1.3962105637572126,332,3284849883680.232,1684003747307.7002
2393059,0.9089469592510997,333,3191928757739.246,2066084235767.268
2390696,4.364144447122641,334,3194357333646.059,395721372487.9863
2379273,1.2084046036706824,335,3220443185332.666,1806236508080.1982
2381890,0.7397580385314823,336,3168725266124.006,2224035505277.747
2386882,0.5078604446054551,337,3182847232952.1978,2496133873463.472
2396913,1.7517184581030163,338,3175627014416.167,1373321785269.0564
2390712,1.624182086008507,339,3186431360667.816,1464714880970.01
2394574,0.6338890331738497,340,3148909234139.8643,2324983515903.4424
2392075,3.3707128141055467,341,3300394444395.924,657711376264.1287
2384332,0.9885736572273726,342,3126231053080.626,1947902445060.0427
2396878,0.8503644993889735,343,3088825458784.573,2056190331716.823
2381892,0.5494522704041735,344,3102769714028.7295,2385380434230.253
2386123,0.5277341028285885,345,3160046088496.4624,2454794728088.0195
2393068,2.029286869417347,346,3073000023011.5327,1163640245937.5474
2383047,2.7370376301723613,347,3001151687650.77,809940793865.0122
2389234,2.126033408802797,348,3000094057152.7754,1084636821011.1324
2380446,1.9412206998973445,349,2996842214224.186,1183648400275.5576
2390705,1.6106083329406344,350,3075742844992.3643,1423048043358.0706
2379144,0.8009888455221739,351,3046342567327.6343,2076396825103.9714
2384307,0.5025105965301341,352,2967476389898.47,2333195892566.102
2381884,1.11004466169311,353,2905133412148.9272,1707918188834.0508
2390374,0.6212936546739356,354,2913170867877.289,2163930826183.1252
2393073,0.8623818799839592,355,2893076762946.872,1914839361939.6077
2387718,0.41638652478611216,356,2912745841493.521,2386522681677.4683
2386885,2.2821457094828643,357,2919731631723.3447,979597816707.2545
2384182,1.3127259424448525,358,2883598494505.569,1538554226495.7605
2386902,0.44998010864503196,359,2866477822067.4233,2311159157959.7646
2393000,0.5976552222632051,360,3079825128746.7324,2313748848400.414
2386118,0.5553026264737593,361,2911682781954.561,2232216407745.04
2386138,0.47975509125600696,362,2894425488687.3433,2300676463242.229
2395839,0.44345558354402453,363,2900639197239.8135,2346015961029.43
2396916,1.4001762035853351,364,2807243325122.596,1436426507294.9246
2392045,3.1043777595305166,365,2811721615357.816,636493341890.4358
2384341,1.899750978791868,366,2825446169629.7905,1138320269181.6638
2395857,0.7160436570439668,367,2780045691321.615,1973502085758.1733
2394631,0.9783208974039664,368,2766410661515.3984,1732182299392.8599
2383052,1.7523187214303102,369,2769629963907.8887,1197401557912.0564
2392105,0.8431245595743514,370,2777237862169.4336,1855186983152.5312
2389274,0.9206877149855268,371,2755392550944.194,1773528818255.3726
2392102,0.612933890031363,372,2747025249812.197,2048695742096.3506
2390574,0.5423378929156343,373,2800683333310.4365,2160482172428.5981
2390638,0.8993844752851466,374,2728594694460.9214,1774276181265.9275
2386892,2.246426365632286,375,2722948521807.1484,929325395966.6864
2386905,0.4721756111628632,376,2713617971547.7466,2164796688940.2288
2393078,0.604673749776449,377,2736869536630.1646,2049205922522.8262
2381932,1.3432342696956632,378,2729092690598.676,1435012886535.7727
2389181,0.7206193515382798,379,3095826427977.2344,2192861986738.8281
2384356,1.1628130087068036,380,2721413115951.816,1560014678661.8545
2389030,0.997463508925915,381,2926083668647.7505,1815454232914.347
2379263,0.705412706006094,382,2701130022387.3853,1927261125992.9294
2389260,0.49612123501644406,383,2718836918198.582,2144247840550.3113
2385717,-0.3958410710710506,384,3160095948054.637,3819155672072.526
2381786,0.6362089430289496,385,2688129824603.147,1982566809871.3154
2377988,1.1782019958807843,386,2678849683036.275,1524348559368.2407
2386125,1.3548825172905685,387,2714773869820.4683,1419548830802.7773
2382779,1.1087348905060699,388,3928648406097.7773,2311087314504.89
2393065,0.6211390242082895,389,2655102528961.8374,1972381172950.8577
2381930,0.5528132130017617,390,2723856107805.315,2090709875217.0486
2379298,0.6575559247716453,391,2633577182787.224,1922591995000.1306
2396781,0.8837305183670507,392,2662222296444.5093,1744133999930.4653
2384348,2.13671356164413,393,2640767125892.0356,949860738314.668
2392099,0.7915959143724536,394,2626492860449.154,1798290961161.3472
2390721,1.466421918418164,395,2631753996535.9316,1304610563004.71
2395868,0.9021361299447493,396,2609833509794.492,1694818213934.049
2396919,0.4603948243120339,397,2616396698431.1216,2099038406209.5676
2386913,0.14306435504038598,398,2606161068824.9478,2433707551509.599
2386983,-0.0493126253232246,399,2904240527060.169,2973590460822.077
2381785,1.2899760669520168,400,2593912844680.3354,1399140963173.299
2384362,2.745287541160552,401,2601830645003.378,699406693091.1213
2384298,0.45932902328489733,402,2600216651722.006,2087121979341.1968
2384352,0.12777245436581966,403,2606799424855.0903,2452182831032.746
2379300,0.6120085415896366,404,2569061318378.3076,1916821171122.9592
2390402,1.4245424263200965,405,3412255416503.6606,1725761940982.059
2382980,1.0605695770471517,406,2582718449424.105,1554749351820.8142
2380197,0.7783655460277085,407,2796464937858.939,1926827180854.577
2392106,0.565616981269863,408,2535570575580.9272,1934302188736.0461
2389254,2.958924408583506,409,2546707985783.587,618059178782.3892
2397322,0.7098207060331047,410,2802396336200.439,1995301456549.6233
2386134,0.4151881199030976,411,2529018062667.5303,2073308696546.13
2380485,1.007681914665318,412,2520003910867.298,1555880015871.7517
2386139,0.39793231198316564,413,2542010562635.3057,2101239901510.9521
2380520,1.4413034592292222,414,2492911838540.5083,1250727945050.4749
2387731,0.9955665545544083,415,2492849202539.2026,1548063653290.6042
2393089,0.7392614391750242,416,2518826219246.961,1768310567697.0823
2386907,0.6318586010331788,417,2476845242700.6323,1830545758433.6462
2381936,0.5792503077073077,418,2470920858387.218,1872725225489.0554
2395706,1.3335521708758913,419,2545873493589.4526,1344889339902.3184
2381899,1.7661148521103693,420,2455163886422.422,1054462954635.5037
2393084,0.9178715862211216,421,2467544832088.544,1590395337437.976
2386917,2.2153139700727515,422,2531112924440.132,876810902341.8905
2394637,0.7554121023703536,423,2448321671761.3613,1705580587124.2253
2396932,2.5906057942134315,424,2422668450379.621,701280935368.0826
2379305,1.1057166384976966,425,2422283038911.818,1427004549107.2197
2394638,1.5336159416410005,426,2426953086473.0117,1165016675472.4233
2390726,0.7882134845184546,427,2404247421245.315,1648791961019.8484
2380506,1.5493507256019758,428,2416457333913.985,1151276801835.3608
2384239,0.9787202151810543,429,2403374318493.554,1504580307161.234
2385965,-0.15131081303801283,430,2978455372367.878,3202121527072.1426
2379147,0.11653219407707732,431,2451328946048.755,2318370659462.5234
2394611,0.8357233815503822,432,2798114481273.6177,1875764302465.7886
2390718,1.49098926553126,433,2371549658906.459,1161882004380.4653
2381545,-0.07614093291393066,434,2428622456823.617,2518745393911.9946
2381877,1.2568487914086708,435,2496489912237.788,1368109008412.585
2389266,2.457409302614826,436,2361199120519.9126,728471726923.2849
2394640,0.43806562389668857,437,2341586289875.0474,1898749206578.086
2389281,0.711914585274636,438,2368968305178.4907,1685012183362.3215
