gamma_sp,id_now,id_then,m200b_now,m200b_then
1.2683197310808094,3216571.0,2385511.0,388380000000000.0,210710000000000.0
1.4076759646443522,3209483.0,2377528.0,267130000000000.0,135510000000000.0
0.5194357073221437,3210583.0,2378830.0,174370000000000.0,135740000000000.0
2.9351449779653676,3225566.0,2395476.0,153640000000000.0,37318000000000.0
0.4683856542783323,3222074.0,2391589.0,129760000000000.0,103530000000000.0
1.0365128637900867,3220928.0,2390269.0,111230000000000.0,67482000000000.0
3.2176566320971727,3220873.0,2390182.0,81604000000000.0,17297000000000.0
1.8901981241865946,3211619.0,2380105.0,71196000000000.0,28620000000000.0
2.912137074711228,3224453.0,2394285.0,69177000000000.0,16990000000000.0
1.2737555290617095,3225594.0,2395540.0,68283000000000.0,36949000000000.0
0.7363701255287131,3222100.0,2391687.0,63775000000000.0,44716000000000.0
2.7423297991255886,3224485.0,2394364.0,63469000000000.0,16918000000000.0
1.4934840882055287,3210607.0,2378940.0,56223000000000.0,27365000000000.0
2.1031010988876906,3211568.0,2380019.0,54734000000000.0,19856000000000.0
0.6123620875969595,3220998.0,2390429.0,49752000000000.0,37033000000000.0
0.6647838001686923,3214011.0,2382835.0,45758000000000.0,33210000000000.0
0.5756638567952953,3212869.0,2381503.0,44768000000000.0,33918000000000.0
0.8212602911771777,3210631.0,2378984.0,43708000000000.0,29417000000000.0
0.8807631089183948,3225640.0,2395634.0,43792000000000.0,28640000000000.0
2.159183520960531,3215181.0,2384048.0,43215000000000.0,15259000000000.0
2.362220583076601,3212907.0,2381564.0,42384000000000.0,13570000000000.0
0.8187008336879017,3216607.0,2385680.0,41348000000000.0,27863000000000.0
0.5257466307485242,3220949.0,2390335.0,40861000000000.0,31712000000000.0
0.3719970081839373,3223166.0,2392886.0,40563000000000.0,33903000000000.0
0.642431024433809,3209593.0,2377772.0,39728000000000.0,29146000000000.0
0.7231693139816073,3212858.0,2381478.0,36257000000000.0,25584000000000.0
2.7978714928477357,3224536.0,2394434.0,35907000000000.0,9318300000000.0
1.9239219168921757,3212923.0,2381610.0,36045000000000.0,14256000000000.0
1.7974744107588856,3219624.0,2388834.0,35193000000000.0,14794000000000.0
1.1586938766361776,3213996.0,2382811.0,35078000000000.0,20064000000000.0
0.5713734106888528,3209611.0,2377815.0,33394000000000.0,25353000000000.0
0.6517130712915286,3216642.0,2385742.0,33508000000000.0,24473000000000.0
1.0330809970041719,3223176.0,2392927.0,31845000000000.0,19352000000000.0
1.6697381202256458,3219612.0,2388803.0,31693000000000.0,14169000000000.0
1.7177009930004659,3222165.0,2391797.0,31473000000000.0,13749000000000.0
0.7095445733810171,3216655.0,2385775.0,30954000000000.0,21986000000000.0
0.20409552418398152,3216671.0,2385807.0,30486000000000.0,27629000000000.0
0.49145611095038955,3217498.0,2386738.0,29322000000000.0,23136000000000.0
1.477531919137173,3210672.0,2379060.0,28415000000000.0,13937000000000.0
1.2344496606418531,3225661.0,2395683.0,28134000000000.0,15515000000000.0
1.02471516820842,3224436.0,2394249.0,28080000000000.0,17133000000000.0
1.3274505185222745,3220894.0,2390220.0,28237000000000.0,14889000000000.0
1.6834191552560045,3216678.0,2385837.0,27305000000000.0,12127000000000.0
1.3148519825717058,3219667.0,2388889.0,27148000000000.0,14402000000000.0
0.8586678382616575,3211676.0,2380222.0,26906000000000.0,17785000000000.0
2.386601285024196,3211666.0,2380198.0,26719000000000.0,8454600000000.0
0.751683007840975,3214054.0,2382927.0,25743000000000.0,17917000000000.0
1.1676075278560225,3215199.0,2384098.0,25126000000000.0,14310000000000.0
0.8202061615015724,3215186.0,2384074.0,25136000000000.0,16926000000000.0
0.6987984985629498,3212955.0,2381667.0,24382000000000.0,17408000000000.0
2.4273423497417435,3219681.0,2388923.0,23998000000000.0,7445900000000.0
1.6057430607421193,3214038.0,2382896.0,23625000000000.0,10893000000000.0
2.2202104973496413,3224542.0,2394459.0,23422000000000.0,8030400000000.0
0.5223256778339641,3225607.0,2395584.0,23488000000000.0,18259000000000.0
0.6351677315788433,3222178.0,2391831.0,23318000000000.0,17167000000000.0
1.8084247775480473,3221032.0,2390509.0,23025000000000.0,9628000000000.0
1.5626832466243852,3215221.0,2384139.0,23027000000000.0,10840000000000.0
1.6665477628091687,3225651.0,2395662.0,22463000000000.0,10058000000000.0
0.5934153046142464,3221022.0,2390485.0,21349000000000.0,16037000000000.0
1.0041857642247651,3222201.0,2391879.0,21025000000000.0,12956000000000.0
1.068407688659991,3222104.0,2391722.0,28569000000000.0,17068000000000.0
0.9608240827141734,3216711.0,2385900.0,19913000000000.0,12530000000000.0
0.5259397532059029,3216735.0,2385933.0,19368000000000.0,15030000000000.0
2.1640958312150786,3219741.0,2389014.0,19206000000000.0,6765500000000.0
0.5335577744883439,3226661.0,2396692.0,18283000000000.0,14136000000000.0
0.4067518591731561,3222222.0,2391918.0,18082000000000.0,14862000000000.0
2.501498318606444,3217532.0,2386794.0,18224000000000.0,5455800000000.0
1.1361491954792424,3226683.0,2396733.0,17991000000000.0,10403000000000.0
1.4614784204732096,3219727.0,2388985.0,17570000000000.0,8684700000000.0
0.5345349414690876,3222188.0,2391853.0,17479000000000.0,13508000000000.0
0.9326896832229288,3223190.0,2392959.0,17351000000000.0,11067000000000.0
0.44668656147985997,3216705.0,2385886.0,16676000000000.0,13445000000000.0
0.7426063366699426,3224562.0,2394492.0,16378000000000.0,11449000000000.0
0.5959108078354707,3224555.0,2394482.0,16102000000000.0,12081000000000.0
1.4133266151303494,3216757.0,2385978.0,15811000000000.0,7998800000000.0
0.9740189557271238,3221059.0,2390547.0,15697000000000.0,9814500000000.0
0.620723188933886,3221984.0,2391502.0,22042000000000.0,16341000000000.0
0.6519346772825736,3209641.0,2377867.0,14849000000000.0,10844000000000.0
0.8133925384287859,3226668.0,2396711.0,15610000000000.0,10546000000000.0
0.6372636147357835,3209633.0,2377854.0,14985000000000.0,11021000000000.0
1.562720561281903,3212975.0,2381730.0,14571000000000.0,6859200000000.0
0.20830646084452634,3224550.0,2394468.0,14505000000000.0,13119000000000.0
0.5107764209538274,3216719.0,2385914.0,14472000000000.0,11313000000000.0
1.8548980191875963,3216743.0,2385947.0,14231000000000.0,5818900000000.0
1.1990201764524122,3212987.0,2381752.0,13561000000000.0,7607300000000.0
0.3374132864165367,3210681.0,2379085.0,13248000000000.0,11259000000000.0
1.0613579237389217,3226689.0,2396745.0,12894000000000.0,7729500000000.0
0.5438358255281873,3224440.0,2394268.0,12968000000000.0,9977000000000.0
0.6503501963187015,3210697.0,2379120.0,13144000000000.0,9606200000000.0
0.9955897168312294,3217550.0,2386820.0,12733000000000.0,7878900000000.0
0.8181917896545297,3222232.0,2391940.0,12592000000000.0,8487400000000.0
0.7159508909774178,3215234.0,2384168.0,12362000000000.0,8753400000000.0
1.5071933181590957,3219764.0,2389049.0,12224000000000.0,5910500000000.0
0.9908310020050495,3210686.0,2379102.0,12243000000000.0,7593100000000.0
1.6354001358664447,3225709.0,2395769.0,12099000000000.0,5499400000000.0
1.3997643582240284,3214069.0,2382958.0,12061000000000.0,6141700000000.0
1.7867868804417295,3214078.0,2382969.0,11877000000000.0,5018500000000.0
1.9430984516521608,3216787.0,2386026.0,12097000000000.0,4740400000000.0
0.9465252893864013,3210698.0,2379125.0,11554000000000.0,7320500000000.0
2.8381496505814083,3212966.0,2381705.0,11568000000000.0,2944300000000.0
1.3264591662794187,3212991.0,2381762.0,11609000000000.0,6124200000000.0
1.9995486446278543,3219771.0,2389060.0,11530000000000.0,4396900000000.0
1.293947672333202,3217541.0,2386806.0,11457000000000.0,6139500000000.0
1.1167526227319637,3214024.0,2382875.0,12759000000000.0,7447000000000.0
1.1367652946622078,3210656.0,2379026.0,12713000000000.0,7348900000000.0
3.1916828891837485,3219710.0,2388964.0,11330000000000.0,2431800000000.0
0.7322120747862519,3211685.0,2380238.0,11213000000000.0,7877800000000.0
0.6638021030682754,3224574.0,2394507.0,11088000000000.0,8051200000000.0
1.2170190553219211,3219755.0,2389036.0,11083000000000.0,6163500000000.0
1.623881471279396,3211735.0,2380322.0,11154000000000.0,5098100000000.0
0.6063512826408756,3221083.0,2390580.0,11010000000000.0,8219100000000.0
0.35225908951766993,3209624.0,2377835.0,10892000000000.0,9190700000000.0
3.0949644410432984,3211727.0,2380306.0,10780000000000.0,2424200000000.0
2.4397384002288725,3213994.0,2382805.0,13404000000000.0,4134100000000.0
1.073362149026965,3225714.0,2395781.0,10389000000000.0,6191900000000.0
0.4584068595617484,3212997.0,2381772.0,10320000000000.0,8273600000000.0
1.953633654879326,3211749.0,2380347.0,10030000000000.0,3910500000000.0
0.5025650715886785,3216767.0,2385997.0,9811200000000.0,7700000000000.0
0.3184108305186632,3210712.0,2379155.0,9807900000000.0,8412100000000.0
1.1617669855320336,3219580.0,2388764.0,10532000000000.0,6015200000000.0
0.608462718194865,3219784.0,2389079.0,9311800000000.0,6944300000000.0
0.638348637465002,3216616.0,2385707.0,9903900000000.0,7280200000000.0
0.7521699116223615,3213014.0,2381799.0,8962800000000.0,6236600000000.0
2.0113733335560586,3211743.0,2380340.0,8754500000000.0,3319500000000.0
0.9064685706758265,3216790.0,2386035.0,8738200000000.0,5644400000000.0
1.1200525547535125,3215249.0,2384195.0,8658600000000.0,5045700000000.0
0.6492393396026134,3221066.0,2390561.0,8630200000000.0,6310700000000.0
0.23088318985507092,3209652.0,2377888.0,8509200000000.0,7612800000000.0
1.4560666069305253,3225695.0,2395741.0,8399000000000.0,4162400000000.0
0.7873925514182688,3217555.0,2386829.0,8354300000000.0,5715300000000.0
0.5072405015119094,3210618.0,2378971.0,9148200000000.0,7163500000000.0
0.705452779807525,3213018.0,2381810.0,8203800000000.0,5838500000000.0
3.065322570493605,3211646.0,2380177.0,8136200000000.0,1856000000000.0
0.9177834658156435,3222248.0,2391973.0,7981400000000.0,5127500000000.0
1.459392128834708,3216781.0,2386018.0,7954100000000.0,3935600000000.0
2.5911535081337345,3211708.0,2380276.0,7953000000000.0,2280200000000.0
1.2943367156604992,3219824.0,2389141.0,7878900000000.0,4221300000000.0
2.429500083319533,3219793.0,2389092.0,7972600000000.0,2471100000000.0
0.3247870314571956,3216813.0,2386075.0,7951900000000.0,6799300000000.0
0.6867702175483534,3220976.0,2390392.0,9064200000000.0,6509200000000.0
0.6776265521021256,3213019.0,2381813.0,7798200000000.0,5624800000000.0
0.9948794212384263,3209670.0,2377922.0,7510300000000.0,4648800000000.0
0.3219869503229039,3214087.0,2382986.0,7477500000000.0,6402300000000.0
0.7136239630805373,3226708.0,2396770.0,7413200000000.0,5255100000000.0
1.1778510144551384,3209538.0,2377701.0,10512000000000.0,5957400000000.0
0.7772643954449944,3209656.0,2377899.0,7376100000000.0,5070800000000.0
1.1921242957952194,3222242.0,2391964.0,7341200000000.0,4131900000000.0
0.6677585985077773,3221063.0,2390556.0,7392500000000.0,5357600000000.0
1.1051076061365113,3215237.0,2384176.0,7255100000000.0,4258400000000.0
2.05136911058478,3225685.0,2395727.0,8106800000000.0,3015200000000.0
1.472907123182359,3226704.0,2396765.0,7311800000000.0,3594300000000.0
0.6346004717769855,3215193.0,2384088.0,7728400000000.0,5691300000000.0
1.1844979106146774,3209495.0,2377658.0,7366300000000.0,4161300000000.0
2.2346067929844566,3223211.0,2393010.0,7116600000000.0,2423100000000.0
1.0514478517288297,3219702.0,2388952.0,7080600000000.0,4264900000000.0
0.29142729708450726,3219829.0,2389149.0,7079500000000.0,6151500000000.0
1.6357837185713657,3221086.0,2390590.0,7002100000000.0,3182100000000.0
0.8177644966515548,3216812.0,2386072.0,7165700000000.0,4830900000000.0
1.1627075086058343,3211704.0,2380271.0,6962800000000.0,3974900000000.0
0.7265171620892972,3221093.0,2390598.0,6871200000000.0,4840700000000.0
1.6857346983062516,3210729.0,2379208.0,6772000000000.0,3004300000000.0
0.6245119307502653,3223198.0,2392977.0,6790500000000.0,5025000000000.0
2.5342752874855043,3224583.0,2394522.0,6686900000000.0,1970500000000.0
1.8409987745213128,3211760.0,2380367.0,6842900000000.0,2816800000000.0
1.3693328737581292,3222236.0,2391949.0,6643300000000.0,3432900000000.0
0.43099282410608175,3211769.0,2380385.0,6695700000000.0,5439400000000.0
0.940933889413198,3210660.0,2379033.0,6883200000000.0,4372900000000.0
1.6949064876436277,3214093.0,2382994.0,6478700000000.0,2861500000000.0
2.2048872289059713,3224589.0,2394532.0,6475400000000.0,2236600000000.0
1.4160831161619636,3221105.0,2390615.0,6358700000000.0,3212600000000.0
0.3010447211307719,3219832.0,2389157.0,6368500000000.0,5508100000000.0
0.6978861407477275,3211698.0,2380259.0,6312900000000.0,4509200000000.0
0.40869238889788134,3209674.0,2377930.0,6341200000000.0,5207100000000.0
0.8152233278949101,3219745.0,2389025.0,6418700000000.0,4332600000000.0
1.3105030619496587,3225728.0,2395803.0,6293300000000.0,3345600000000.0
1.7310741651810868,3225726.0,2395801.0,6331400000000.0,2748100000000.0
0.5550931740443613,3210722.0,2379186.0,6209300000000.0,4751300000000.0
2.1555869097416913,3221098.0,2390605.0,6138400000000.0,2171200000000.0
0.8033166923248222,3213020.0,2381816.0,6095900000000.0,4138400000000.0
1.1528570454421958,3224594.0,2394541.0,5956300000000.0,3416500000000.0
0.625700465711085,3225737.0,2395816.0,6231100000000.0,4608400000000.0
0.6167760714964367,3210665.0,2379040.0,6037000000000.0,4484100000000.0
0.32470266252621127,3225592.0,2395530.0,5951900000000.0,5089400000000.0
0.9929258794681974,3217546.0,2386812.0,6260600000000.0,3878900000000.0
1.3390823702750416,3219677.0,2388917.0,6405600000000.0,3358700000000.0
1.4426092265352275,3212940.0,2381649.0,5918100000000.0,2952000000000.0
2.0494869303711516,3209679.0,2377938.0,5797100000000.0,2158100000000.0
0.44449657944588933,3209645.0,2377878.0,5749100000000.0,4640100000000.0
0.5257053420629736,3222249.0,2391978.0,5722900000000.0,4441600000000.0
1.0786649213546982,3223222.0,2393036.0,5695700000000.0,3386000000000.0
0.7196020107102337,3221075.0,2390570.0,5799300000000.0,4099200000000.0
1.6470943383117693,3211776.0,2380394.0,5665100000000.0,2560500000000.0
0.5920836526309229,3209684.0,2377944.0,5555000000000.0,4175500000000.0
1.1345136193393668,3226729.0,2396801.0,5495000000000.0,3179900000000.0
0.9734256889043791,3210640.0,2379008.0,5842900000000.0,3654300000000.0
0.8186283543292566,3214085.0,2382982.0,5487400000000.0,3697900000000.0
0.38264539727346886,3224600.0,2394550.0,5437200000000.0,4521200000000.0
0.22027447919168225,3223212.0,2393015.0,5389200000000.0,4846200000000.0
1.0068751315838207,3226724.0,2396794.0,5390300000000.0,3317300000000.0
1.0337816724063102,3215291.0,2384244.0,5387100000000.0,3272600000000.0
0.6844476866564704,3221072.0,2390566.0,5544100000000.0,3985800000000.0
0.27620643285617513,3215298.0,2384256.0,5396900000000.0,4724000000000.0
1.6125343478930385,3210749.0,2379236.0,5422000000000.0,2491800000000.0
1.9537952063778905,3213032.0,2381836.0,5306400000000.0,2068700000000.0
